accommodates,bedrooms,beds,bathrooms,rating,neighbourhood,room_type,bath_type,price
12,4.0,6.0,3.5,4.75,Mann,Entire home/apt,standard,270.0
13,3.0,7.0,3.0,4.73,Mann,Entire home/apt,standard,168.0
11,3.0,6.0,2.5,4.76,Stevens,Entire home/apt,standard,190.0
10,3.0,6.0,2.5,4.72,Mann,Entire home/apt,standard,165.0
9,3.0,6.0,2.5,4.82,Mann,Entire home/apt,standard,155.0
12,4.0,6.0,3.5,4.66,Mann,Entire home/apt,standard,270.0
12,3.0,7.0,2.0,4.65,Madrona,Entire home/apt,standard,131.0
10,3.0,6.0,2.5,4.63,Mann,Entire home/apt,standard,156.0
11,3.0,7.0,3.0,4.87,Mann,Entire home/apt,standard,469.0
7,2.0,5.0,1.5,4.75,Mann,Entire home/apt,standard,100.0
6,2.0,3.0,2.0,4.93,Mann,Entire home/apt,standard,98.0
6,2.0,3.0,2.0,4.93,Stevens,Entire home/apt,standard,98.0
10,3.0,6.0,2.5,4.76,Stevens,Entire home/apt,standard,140.0
11,3.0,7.0,2.5,4.7,Mann,Entire home/apt,standard,146.0
10,3.0,6.0,3.0,4.91,Mann,Entire home/apt,standard,196.0
4,2.0,2.0,1.0,4.7,Brighton,Entire home/apt,standard,186.0
2,1.0,2.0,1.0,4.91,Arbor Heights,Entire home/apt,standard,999.0
1,1.0,1.0,2.0,5.0,Minor,Private room,shared,64.0
6,2.0,3.0,1.0,4.66,Eastlake,Entire home/apt,standard,80.0
11,4.0,6.0,3.0,4.86,Green Lake,Entire home/apt,standard,350.0
3,0.0,2.0,1.0,5.0,Roxhill,Entire home/apt,standard,85.0
5,2.0,2.0,1.0,4.44,South Beacon Hill,Entire home/apt,standard,95.0
4,2.0,2.0,2.0,3.91,University District,Entire home/apt,standard,148.0
5,2.0,3.0,2.0,4.94,Belltown,Entire home/apt,standard,103.0
3,1.0,2.0,1.0,4.99,Bryant,Entire home/apt,standard,189.0
2,1.0,1.0,1.0,4.96,Gatewood,Entire home/apt,standard,101.0
2,2.0,2.0,1.0,4.75,Leschi,Entire home/apt,standard,178.0
6,2.0,3.0,1.0,4.65,Brighton,Entire home/apt,standard,106.0
3,0.0,2.0,1.0,4.98,Rainier Beach,Entire home/apt,standard,75.0
11,5.0,7.0,2.0,4.81,Bitter Lake,Entire home/apt,standard,166.0
2,1.0,1.0,1.0,4.99,Loyal Heights,Entire home/apt,standard,155.0
8,3.0,4.0,1.0,4.88,Rainier Beach,Entire home/apt,standard,260.0
3,1.0,2.0,1.0,4.9,Wedgwood,Entire home/apt,standard,159.0
4,2.0,2.0,1.0,4.93,Alki,Entire home/apt,standard,100.0
4,1.0,2.0,1.0,4.91,North Queen Anne,Entire home/apt,standard,99.0
2,1.0,1.0,1.0,5.0,Leschi,Entire home/apt,standard,72.0
2,0.0,1.0,1.0,4.88,Greenwood,Entire home/apt,standard,99.0
4,2.0,2.0,1.5,4.84,North Queen Anne,Entire home/apt,standard,168.0
4,1.0,2.0,1.0,4.94,Central Business District,Entire home/apt,standard,225.0
2,1.0,1.0,2.0,4.52,Rainier Beach,Private room,shared,65.0
4,1.0,4.0,1.0,4.7,North Queen Anne,Entire home/apt,standard,150.0
6,2.0,4.0,2.0,4.95,First Hill,Entire home/apt,standard,201.0
14,7.0,8.0,3.5,4.8,West Queen Anne,Entire home/apt,standard,550.0
5,2.0,2.0,1.0,4.85,Bitter Lake,Entire home/apt,standard,188.0
2,1.0,1.0,1.0,4.97,Minor,Entire home/apt,standard,140.0
6,2.0,3.0,1.5,4.99,Greenwood,Entire home/apt,standard,113.0
4,1.0,2.0,1.0,4.17,First Hill,Entire home/apt,standard,140.0
4,1.0,2.0,1.0,4.95,Haller Lake,Entire home/apt,standard,105.0
2,1.0,1.0,1.0,5.0,Stevens,Entire home/apt,standard,245.0
4,2.0,2.0,1.0,4.78,West Queen Anne,Entire home/apt,standard,136.0
4,2.0,2.0,1.0,4.71,Lawton Park,Entire home/apt,standard,112.0
5,2.0,2.0,1.0,4.79,Alki,Entire home/apt,standard,149.0
3,1.0,2.0,1.0,4.92,Pike-Market,Entire home/apt,standard,173.0
6,3.0,4.0,2.0,4.97,Fairmount Park,Entire home/apt,standard,285.0
8,2.0,4.0,2.0,5.0,Leschi,Entire home/apt,standard,685.0
1,1.0,1.0,1.0,4.88,Crown Hill,Private room,shared,60.0
3,1.0,1.0,1.0,4.91,Rainier Beach,Entire home/apt,standard,99.0
4,2.0,3.0,1.0,4.99,North Admiral,Entire home/apt,standard,325.0
2,1.0,1.0,1.0,4.54,Lawton Park,Entire home/apt,standard,72.0
4,2.0,3.0,1.5,4.99,West Queen Anne,Entire home/apt,standard,179.0
4,1.0,2.0,1.0,4.85,Alki,Entire home/apt,standard,104.0
4,2.0,2.0,1.0,4.85,Fremont,Entire home/apt,standard,255.0
4,2.0,2.0,2.0,5.0,Wallingford,Entire home/apt,standard,250.0
6,3.0,3.0,2.5,4.91,Leschi,Entire home/apt,standard,286.0
7,4.0,3.0,3.5,4.0,Fauntleroy,Entire home/apt,standard,225.0
2,1.0,1.0,1.0,4.63,Columbia City,Entire home/apt,standard,115.0
2,1.0,1.0,1.0,4.84,Mann,Entire home/apt,standard,74.0
2,1.0,1.0,1.0,4.76,North Queen Anne,Private room,private,150.0
5,2.0,3.0,1.0,4.52,Alki,Entire home/apt,standard,100.0
2,1.0,1.0,1.0,4.92,Fauntleroy,Entire home/apt,standard,105.0
2,0.0,1.0,1.0,4.54,Greenwood,Entire home/apt,standard,63.0
8,4.0,6.0,3.5,4.94,Wallingford,Entire home/apt,standard,275.0
3,1.0,1.0,1.0,5.0,North Beacon Hill,Entire home/apt,standard,78.0
4,2.0,2.0,1.5,4.95,Loyal Heights,Entire home/apt,standard,296.0
4,2.0,2.0,1.0,4.92,Pike-Market,Entire home/apt,standard,364.0
6,2.0,2.0,1.0,4.92,Maple Leaf,Entire home/apt,standard,110.0
14,5.0,9.0,3.0,4.9,West Queen Anne,Entire home/apt,standard,534.0
4,0.0,2.0,1.0,4.96,Central Business District,Entire home/apt,standard,222.0
4,2.0,3.0,1.0,4.93,West Queen Anne,Entire home/apt,standard,189.0
2,0.0,1.0,1.0,4.97,Montlake,Entire home/apt,standard,111.0
3,0.0,2.0,1.0,4.36,University District,Entire home/apt,standard,116.0
4,1.0,1.0,1.0,4.95,Loyal Heights,Entire home/apt,standard,80.0
1,1.0,1.0,1.5,4.75,University District,Private room,shared,78.0
4,2.0,2.0,1.0,4.97,West Queen Anne,Entire home/apt,standard,212.0
2,1.0,1.0,1.0,5.0,Columbia City,Private room,shared,75.0
2,1.0,1.0,1.0,4.95,Columbia City,Private room,shared,86.0
3,1.0,1.0,1.0,4.95,Mount Baker,Entire home/apt,standard,118.0
8,4.0,4.0,3.0,4.5,Harrison/Denny-Blaine,Entire home/apt,standard,450.0
12,5.0,5.0,3.0,4.89,Stevens,Entire home/apt,standard,425.0
4,1.0,3.0,1.0,4.89,Belltown,Private room,private,103.0
6,3.0,3.0,2.5,4.94,Fremont,Entire home/apt,standard,228.0
4,1.0,1.0,1.0,4.9,North Queen Anne,Entire home/apt,standard,125.0
4,1.0,1.0,1.0,4.91,Fauntleroy,Entire home/apt,standard,115.0
2,1.0,1.0,1.0,4.97,Ravenna,Entire home/apt,standard,189.0
6,2.0,3.0,1.0,4.89,Green Lake,Entire home/apt,standard,178.0
2,0.0,1.0,1.0,4.83,North Beacon Hill,Entire home/apt,standard,101.0
4,2.0,2.0,2.0,4.99,Eastlake,Entire home/apt,standard,242.0
5,1.0,1.0,1.0,4.87,Central Business District,Entire home/apt,standard,175.0
4,1.0,2.0,1.0,4.97,North Beacon Hill,Entire home/apt,standard,121.0
2,1.0,1.0,1.0,4.97,Harrison/Denny-Blaine,Entire home/apt,standard,114.0
6,2.0,2.0,2.0,4.77,Columbia City,Entire home/apt,standard,155.0
3,1.0,2.0,1.0,4.88,Central Business District,Entire home/apt,standard,184.0
10,3.0,6.0,2.5,4.78,Mann,Entire home/apt,standard,140.0
3,1.0,1.0,1.0,4.98,Leschi,Entire home/apt,standard,120.0
12,4.0,7.0,3.5,4.57,Mann,Entire home/apt,standard,270.0
9,3.0,5.0,3.5,3.5,Mann,Entire home/apt,standard,162.0
9,3.0,4.0,3.0,4.79,North Queen Anne,Entire home/apt,standard,160.0
2,1.0,1.0,1.0,4.97,North Admiral,Entire home/apt,standard,139.0
5,3.0,3.0,2.0,4.94,Eastlake,Entire home/apt,standard,308.0
2,1.0,1.0,1.0,4.98,Lower Queen Anne,Entire home/apt,standard,151.0
4,2.0,2.0,1.0,4.98,Whittier Heights,Entire home/apt,standard,162.0
9,3.0,5.0,3.5,4.78,Stevens,Entire home/apt,standard,180.0
2,0.0,1.0,1.0,4.94,Greenwood,Entire home/apt,standard,104.0
2,1.0,2.0,1.0,4.9,Fremont,Entire home/apt,standard,99.0
2,0.0,1.0,1.0,4.55,First Hill,Entire home/apt,standard,81.0
6,3.0,3.0,2.5,5.0,Roxhill,Entire home/apt,standard,295.0
4,2.0,3.0,2.0,4.95,Mann,Entire home/apt,standard,175.0
4,1.0,2.0,1.0,4.99,Gatewood,Entire home/apt,standard,193.0
4,2.0,2.0,1.0,4.92,East Queen Anne,Entire home/apt,standard,95.0
7,2.0,3.0,1.0,4.75,Fairmount Park,Entire home/apt,standard,160.0
6,2.0,1.0,1.0,4.0,Alki,Entire home/apt,standard,240.0
6,3.0,3.0,1.0,4.5,North Beacon Hill,Entire home/apt,standard,250.0
4,1.0,2.0,1.0,4.72,Yesler Terrace,Entire home/apt,standard,99.0
2,0.0,1.0,1.0,4.98,Mann,Entire home/apt,standard,81.0
2,1.0,1.0,1.0,4.95,Broadway,Entire home/apt,standard,140.0
6,2.0,3.0,2.0,4.99,Minor,Entire home/apt,standard,195.0
1,1.0,1.0,1.0,4.9,Crown Hill,Private room,shared,374.0
3,0.0,2.0,1.0,4.77,Yesler Terrace,Entire home/apt,standard,99.0
1,1.0,1.0,1.0,4.97,Rainier View,Entire home/apt,standard,44.0
8,3.0,5.0,2.5,4.97,Eastlake,Entire home/apt,standard,250.0
3,0.0,2.0,1.0,4.84,Belltown,Entire home/apt,standard,135.0
2,1.0,1.0,1.0,4.96,North Admiral,Entire home/apt,standard,96.0
4,2.0,4.0,1.0,4.9,Briarcliff,Entire home/apt,standard,236.0
8,4.0,4.0,2.0,4.99,Sunset Hill,Entire home/apt,standard,444.0
3,0.0,2.0,1.0,4.85,Belltown,Entire home/apt,standard,86.0
3,2.0,2.0,1.0,4.98,Green Lake,Entire home/apt,standard,90.0
3,1.0,1.0,1.0,4.95,Minor,Entire home/apt,standard,55.0
2,1.0,1.0,1.5,4.83,Lawton Park,Entire home/apt,standard,249.0
4,2.0,2.0,1.5,4.77,Minor,Entire home/apt,standard,161.0
2,1.0,1.0,1.0,4.44,North College Park,Entire home/apt,standard,61.0
4,2.0,3.0,2.0,4.92,Greenwood,Entire home/apt,standard,225.0
6,3.0,4.0,1.0,4.88,Arbor Heights,Entire home/apt,standard,110.0
5,3.0,4.0,2.0,5.0,Greenwood,Private room,standard,380.0
2,0.0,1.0,1.0,5.0,Arbor Heights,Entire home/apt,standard,112.0
4,1.0,1.0,1.0,5.0,Victory Heights,Entire home/apt,standard,130.0
4,1.0,2.0,1.0,4.85,Sunset Hill,Entire home/apt,standard,122.0
4,2.0,2.0,1.0,5.0,Montlake,Entire home/apt,standard,205.0
1,1.0,1.0,1.0,4.86,Lawton Park,Private room,shared,66.0
2,1.0,1.0,1.0,4.94,Columbia City,Private room,shared,104.0
6,3.0,4.0,2.0,4.91,Minor,Entire home/apt,standard,381.0
2,1.0,1.0,1.0,4.8,High Point,Private room,shared,55.0
2,1.0,1.0,1.5,4.92,Belltown,Entire home/apt,standard,115.0
5,3.0,3.0,2.0,4.92,South Park,Entire home/apt,standard,196.0
12,3.0,7.0,2.0,4.9,Columbia City,Entire home/apt,standard,190.0
4,2.0,3.0,1.0,4.9,Phinney Ridge,Entire home/apt,standard,169.0
8,3.0,3.0,1.5,4.8,West Queen Anne,Entire home/apt,standard,304.0
2,1.0,1.0,1.0,4.96,Loyal Heights,Entire home/apt,standard,162.0
6,3.0,3.0,2.5,4.93,North Admiral,Entire home/apt,standard,325.0
2,1.0,1.0,1.0,4.75,West Queen Anne,Entire home/apt,standard,114.0
8,3.0,4.0,1.0,4.69,Ravenna,Entire home/apt,standard,166.0
4,0.0,3.0,1.0,4.74,Yesler Terrace,Entire home/apt,standard,60.0
4,2.0,2.0,1.0,4.81,Atlantic,Entire home/apt,standard,124.0
4,2.0,2.0,1.0,4.89,Broadview,Entire home/apt,standard,150.0
2,0.0,1.0,1.0,4.93,Minor,Entire home/apt,standard,100.0
4,1.0,1.0,1.0,4.64,Bitter Lake,Private room,private,100.0
2,1.0,1.0,1.5,4.61,Bryant,Private room,standard,91.0
4,1.0,1.0,1.0,4.61,First Hill,Entire home/apt,standard,99.0
3,0.0,1.0,1.0,4.46,University District,Entire home/apt,standard,128.0
4,1.0,2.0,1.0,4.82,Central Business District,Entire home/apt,standard,84.0
3,1.0,2.0,1.0,4.92,Belltown,Entire home/apt,standard,77.0
6,13.0,3.0,3.5,5.0,Lower Queen Anne,Entire home/apt,standard,975.0
2,1.0,1.0,1.0,4.29,University District,Entire home/apt,standard,120.0
2,1.0,1.0,1.0,4.94,Belltown,Entire home/apt,standard,75.0
2,1.0,2.0,2.0,4.36,West Woodland,Shared room,shared,41.0
5,2.0,3.0,2.0,4.99,West Woodland,Entire home/apt,standard,199.0
3,0.0,1.0,1.0,4.61,Belltown,Entire home/apt,standard,71.0
2,1.0,1.0,1.0,4.97,University District,Entire home/apt,standard,145.0
3,1.0,2.0,1.0,5.0,Portage Bay,Entire home/apt,standard,129.0
2,1.0,1.0,1.0,4.95,Laurelhurst,Entire home/apt,standard,107.0
5,2.0,3.0,2.0,4.99,Atlantic,Entire home/apt,standard,188.0
2,1.0,1.0,1.0,4.9,Whittier Heights,Entire home/apt,standard,99.0
2,1.0,1.0,1.0,4.86,Central Business District,Entire home/apt,standard,123.0
10,3.0,6.0,2.5,4.7,Stevens,Entire home/apt,standard,156.0
4,2.0,2.0,1.0,4.0,Ravenna,Entire home/apt,standard,199.0
12,6.0,7.0,4.0,5.0,Ravenna,Entire home/apt,standard,499.0
2,1.0,1.0,1.0,4.95,Montlake,Entire home/apt,standard,158.0
3,1.0,1.0,1.0,4.98,Loyal Heights,Entire home/apt,standard,124.0
4,1.0,3.0,1.0,4.81,Belltown,Private room,private,93.0
2,1.0,1.0,1.0,4.99,Alki,Entire home/apt,standard,92.0
2,1.0,1.0,1.0,4.76,Minor,Private room,private,54.0
3,1.0,1.0,1.0,3.73,University District,Entire home/apt,standard,110.0
6,3.0,3.0,2.5,5.0,North Admiral,Entire home/apt,standard,260.0
2,1.0,1.0,1.0,4.68,University District,Entire home/apt,standard,73.0
2,0.0,1.0,1.0,4.65,Broadway,Entire home/apt,standard,67.0
2,1.0,1.0,1.0,5.0,Greenwood,Entire home/apt,standard,75.0
8,2.0,2.0,3.0,4.98,Seward Park,Entire home/apt,standard,264.0
2,1.0,1.0,1.0,4.91,West Queen Anne,Entire home/apt,standard,99.0
2,1.0,1.0,1.0,4.86,Wedgwood,Entire home/apt,standard,100.0
3,0.0,2.0,1.0,4.82,Yesler Terrace,Entire home/apt,standard,52.0
5,2.0,3.0,1.5,4.79,Genesee,Entire home/apt,standard,181.0
4,1.0,3.0,1.0,4.8,Yesler Terrace,Entire home/apt,standard,40.0
1,1.0,1.0,1.0,4.96,Dunlap,Private room,shared,55.0
3,1.0,1.0,1.0,4.93,Minor,Entire home/apt,standard,125.0
5,2.0,2.0,1.0,4.86,Alki,Entire home/apt,standard,199.0
4,2.0,2.0,1.0,4.77,Phinney Ridge,Entire home/apt,standard,132.0
3,0.0,2.0,1.0,4.83,Belltown,Entire home/apt,standard,285.0
5,2.0,5.0,1.0,4.79,Riverview,Entire home/apt,standard,80.0
3,2.0,2.0,1.0,4.63,Seward Park,Entire home/apt,standard,81.0
2,1.0,1.0,1.0,4.96,Bitter Lake,Entire home/apt,standard,150.0
4,1.0,2.0,1.0,4.91,Cedar Park,Private room,private,69.0
2,1.0,1.0,1.0,4.87,Cedar Park,Private room,shared,52.0
2,1.0,1.0,1.0,4.91,Harrison/Denny-Blaine,Entire home/apt,standard,134.0
4,0.0,3.0,1.0,4.8,Yesler Terrace,Entire home/apt,standard,99.0
4,1.0,2.0,1.0,4.86,Central Business District,Entire home/apt,standard,69.0
3,1.0,2.0,1.0,4.98,South Park,Private room,private,70.0
1,1.0,1.0,3.0,5.0,North College Park,Private room,shared,28.0
2,1.0,1.0,1.0,4.76,West Queen Anne,Entire home/apt,standard,175.0
2,1.0,1.0,1.0,4.92,University District,Entire home/apt,standard,136.0
2,1.0,1.0,1.0,4.87,Mann,Entire home/apt,standard,76.0
2,1.0,1.0,1.0,5.0,Lower Queen Anne,Entire home/apt,standard,150.0
2,2.0,3.0,1.0,4.72,Seaview,Entire home/apt,standard,209.0
2,1.0,1.0,1.5,4.83,Highland Park,Private room,shared,39.0
1,1.0,1.0,1.5,4.8,University District,Private room,shared,78.0
2,1.0,1.0,1.5,4.87,Highland Park,Private room,shared,39.0
7,3.0,6.0,2.0,4.61,Green Lake,Entire home/apt,standard,189.0
5,2.0,3.0,1.0,4.33,Dunlap,Entire home/apt,standard,800.0
4,2.0,2.0,2.0,5.0,Greenwood,Entire home/apt,standard,150.0
2,1.0,1.0,1.0,4.77,Riverview,Private room,shared,39.0
1,1.0,1.0,1.0,4.74,Riverview,Private room,shared,35.0
1,1.0,1.0,1.0,4.74,Riverview,Private room,shared,39.0
8,3.0,3.0,2.0,4.77,Harrison/Denny-Blaine,Entire home/apt,standard,500.0
2,1.0,2.0,1.0,4.61,University District,Entire home/apt,standard,69.0
5,3.0,3.0,2.0,5.0,Atlantic,Entire home/apt,standard,201.0
3,2.0,2.0,1.0,4.7,Stevens,Entire home/apt,standard,140.0
3,1.0,3.0,1.0,4.95,Whittier Heights,Entire home/apt,standard,126.0
2,1.0,1.0,1.0,4.91,Maple Leaf,Private room,private,60.0
2,2.0,1.0,1.0,4.92,Belltown,Entire home/apt,standard,148.0
6,0.0,2.0,1.0,4.72,Maple Leaf,Entire home/apt,standard,123.0
5,2.0,2.0,2.0,4.14,Broadway,Entire home/apt,standard,188.0
2,0.0,1.0,1.0,4.93,Greenwood,Entire home/apt,standard,105.0
2,1.0,1.0,1.0,4.85,Riverview,Private room,shared,35.0
2,1.0,2.0,1.0,4.8,Riverview,Private room,shared,35.0
2,1.0,2.0,1.0,4.73,Adams,Entire home/apt,standard,117.0
2,1.0,1.0,1.0,4.9,Roosevelt,Entire home/apt,standard,75.0
2,1.0,1.0,1.0,4.75,Riverview,Private room,shared,58.0
2,1.0,1.0,1.0,4.95,Pike-Market,Entire home/apt,standard,216.0
4,1.0,2.0,1.0,5.0,Sunset Hill,Entire home/apt,standard,92.0
6,2.0,4.0,1.0,4.97,West Queen Anne,Entire home/apt,standard,149.0
2,1.0,1.0,1.0,4.88,Pioneer Square,Private room,private,100.0
1,1.0,2.0,1.0,4.92,West Queen Anne,Entire home/apt,standard,66.0
4,1.0,2.0,1.0,4.9,Lower Queen Anne,Entire home/apt,standard,139.0
4,1.0,1.0,1.0,4.99,Fauntleroy,Entire home/apt,standard,100.0
4,2.0,2.0,1.0,4.8,Fauntleroy,Entire home/apt,standard,139.0
2,1.0,1.0,1.0,4.87,Alki,Entire home/apt,standard,59.0
2,1.0,1.0,1.0,4.44,Broadway,Entire home/apt,standard,150.0
3,1.0,1.0,1.0,4.98,Crown Hill,Entire home/apt,standard,115.0
3,0.0,2.0,1.0,4.79,Yesler Terrace,Entire home/apt,standard,69.0
3,1.0,1.0,1.0,4.89,Broadway,Entire home/apt,standard,87.0
2,1.0,1.0,1.0,4.97,Laurelhurst,Entire home/apt,standard,125.0
1,1.0,1.0,1.0,4.8,High Point,Entire home/apt,standard,75.0
5,2.0,3.0,2.0,4.88,Central Business District,Entire home/apt,standard,224.0
2,1.0,1.0,1.0,4.99,Belltown,Entire home/apt,standard,145.0
3,1.0,2.0,1.0,5.0,North Queen Anne,Entire home/apt,standard,165.0
11,4.0,7.0,2.0,4.73,Brighton,Entire home/apt,standard,206.0
2,1.0,2.0,1.0,4.78,Wallingford,Entire home/apt,standard,85.0
6,3.0,4.0,2.5,4.5,Mount Baker,Entire home/apt,standard,200.0
5,2.0,2.0,2.0,4.4,University District,Entire home/apt,standard,135.0
4,1.0,1.0,1.0,5.0,Pioneer Square,Entire home/apt,standard,195.0
7,2.0,3.0,2.0,4.95,Adams,Entire home/apt,standard,194.0
2,0.0,1.0,1.0,5.0,Stevens,Private room,private,75.0
4,0.0,3.0,1.0,4.83,Yesler Terrace,Entire home/apt,standard,99.0
2,0.0,1.0,1.0,4.93,Olympic Hills,Entire home/apt,standard,89.0
1,1.0,1.0,1.0,4.99,East Queen Anne,Private room,shared,60.0
2,1.0,1.0,1.0,4.75,North Admiral,Entire home/apt,standard,86.0
5,2.0,3.0,1.0,4.8,North Delridge,Entire home/apt,standard,77.0
1,1.0,1.0,1.0,4.99,East Queen Anne,Private room,shared,60.0
2,1.0,1.0,1.5,5.0,North Beacon Hill,Entire home/apt,standard,150.0
2,1.0,1.0,1.0,4.96,Minor,Entire home/apt,standard,150.0
4,1.0,2.0,1.0,4.55,Green Lake,Entire home/apt,standard,65.0
9,4.0,6.0,2.5,5.0,Stevens,Entire home/apt,standard,475.0
4,2.0,3.0,1.0,4.88,Adams,Entire home/apt,standard,150.0
2,1.0,1.0,1.0,4.65,Broadway,Entire home/apt,standard,125.0
5,2.0,3.0,1.0,4.82,First Hill,Entire home/apt,standard,105.0
2,1.0,1.0,1.0,4.84,Broadway,Entire home/apt,standard,125.0
4,0.0,2.0,1.0,4.91,North Admiral,Entire home/apt,standard,126.0
4,2.0,4.0,2.0,4.91,Lawton Park,Entire home/apt,standard,201.0
2,1.0,1.0,1.0,4.93,West Queen Anne,Entire home/apt,standard,149.0
6,3.0,3.0,1.0,4.83,Phinney Ridge,Entire home/apt,standard,218.0
8,4.0,5.0,3.0,4.84,Ravenna,Entire home/apt,standard,304.0
4,2.0,2.0,1.0,4.61,Alki,Entire home/apt,standard,99.0
4,2.0,2.0,1.0,4.73,University District,Entire home/apt,standard,128.0
4,2.0,2.0,2.0,5.0,Yesler Terrace,Entire home/apt,standard,203.0
5,2.0,2.0,2.5,4.89,Lawton Park,Entire home/apt,standard,220.0
4,1.0,2.0,1.0,4.63,Crown Hill,Private room,private,63.0
2,1.0,1.0,1.0,4.83,Adams,Entire home/apt,standard,65.0
4,2.0,3.0,1.0,4.95,North Beacon Hill,Entire home/apt,standard,130.0
2,1.0,1.0,1.0,4.75,Roosevelt,Private room,private,80.0
2,1.0,1.0,1.0,4.91,Whittier Heights,Entire home/apt,standard,84.0
4,1.0,2.0,1.0,4.99,Broadway,Entire home/apt,standard,311.0
4,3.0,3.0,3.0,5.0,Adams,Entire home/apt,standard,300.0
2,1.0,1.0,1.5,4.99,Loyal Heights,Entire home/apt,standard,138.0
1,2.0,1.0,1.0,4.89,Madrona,Entire home/apt,standard,105.0
2,1.0,1.0,1.0,4.97,Pike-Market,Entire home/apt,standard,250.0
3,1.0,2.0,1.0,4.26,University District,Entire home/apt,standard,134.0
5,2.0,3.0,1.0,4.92,Green Lake,Entire home/apt,standard,150.0
5,2.0,2.0,1.0,4.95,Mount Baker,Entire home/apt,standard,109.0
2,1.0,1.0,1.0,5.0,Stevens,Entire home/apt,standard,135.0
2,1.0,2.0,1.0,4.85,Southeast Magnolia,Entire home/apt,standard,350.0
4,2.0,2.0,2.0,4.89,North Queen Anne,Entire home/apt,standard,169.0
3,1.0,1.0,1.0,4.85,Broadway,Entire home/apt,standard,82.0
8,2.0,4.0,1.0,4.89,Fairmount Park,Entire home/apt,standard,177.0
4,1.0,2.0,1.0,4.95,Columbia City,Entire home/apt,standard,102.0
2,1.0,2.0,1.0,5.0,View Ridge,Entire home/apt,standard,71.0
4,3.0,4.0,2.0,4.76,Atlantic,Entire home/apt,standard,190.0
2,0.0,1.0,1.0,4.93,Belltown,Entire home/apt,standard,186.0
4,2.0,2.0,1.0,4.96,Laurelhurst,Entire home/apt,standard,225.0
6,3.0,3.0,2.0,5.0,Sunset Hill,Entire home/apt,standard,438.0
2,1.0,1.0,1.0,4.94,Wallingford,Private room,shared,43.0
2,1.0,1.0,1.0,4.92,Wallingford,Private room,shared,43.0
6,3.0,3.0,2.5,4.87,Mann,Entire home/apt,standard,200.0
4,2.0,2.0,1.0,4.96,West Queen Anne,Entire home/apt,standard,107.0
8,3.0,6.0,3.5,4.93,Mid-Beacon Hill,Entire home/apt,standard,245.0
3,0.0,2.0,1.0,4.94,Green Lake,Entire home/apt,standard,114.0
2,1.0,1.0,1.0,4.93,Central Business District,Entire home/apt,standard,110.0
3,1.0,2.0,1.0,5.0,Seaview,Entire home/apt,standard,114.0
2,0.0,1.0,1.0,4.74,Loyal Heights,Private room,private,80.0
6,1.0,1.0,1.0,4.22,Mann,Entire home/apt,standard,217.0
2,1.0,1.0,1.0,4.99,Wallingford,Entire home/apt,standard,147.0
11,5.0,9.0,3.0,4.89,West Queen Anne,Entire home/apt,standard,545.0
2,1.0,1.0,1.0,4.99,Wallingford,Entire home/apt,standard,75.0
6,2.0,4.0,1.0,4.77,Mount Baker,Entire home/apt,standard,149.0
4,1.0,2.0,1.0,4.64,Broadway,Entire home/apt,standard,99.0
2,1.0,1.0,1.0,4.98,University District,Entire home/apt,standard,95.0
2,1.0,1.0,1.0,4.84,Dunlap,Private room,private,45.0
3,3.0,3.0,2.0,4.7,Stevens,Entire home/apt,standard,155.0
6,2.0,3.0,1.0,4.79,Stevens,Entire home/apt,standard,116.0
3,1.0,2.0,1.0,4.91,Seward Park,Entire home/apt,standard,69.0
2,1.0,1.0,3.0,4.98,Georgetown,Private room,shared,69.0
1,1.0,1.0,1.0,4.94,Wallingford,Private room,shared,41.0
2,1.0,1.0,1.0,4.8,Meadowbrook,Entire home/apt,standard,85.0
2,0.0,1.0,1.0,4.99,North Beacon Hill,Entire home/apt,standard,122.0
2,0.0,1.0,1.0,4.99,North Queen Anne,Entire home/apt,standard,150.0
4,1.0,1.0,1.0,4.68,Lawton Park,Entire home/apt,standard,135.0
3,1.0,2.0,1.0,4.67,Eastlake,Entire home/apt,standard,68.0
3,2.0,2.0,1.0,4.93,Greenwood,Entire home/apt,standard,89.0
4,1.0,2.0,1.0,4.96,East Queen Anne,Entire home/apt,standard,111.0
2,1.0,1.0,1.0,4.94,Mid-Beacon Hill,Entire home/apt,standard,85.0
2,1.0,1.0,1.0,4.71,Columbia City,Entire home/apt,standard,86.0
6,2.0,2.0,1.0,4.97,Fremont,Entire home/apt,standard,216.0
2,0.0,1.0,1.0,4.98,Broadway,Entire home/apt,standard,130.0
4,2.0,3.0,2.0,4.97,Genesee,Entire home/apt,standard,199.0
6,1.0,1.0,1.0,4.97,Adams,Entire home/apt,standard,100.0
2,1.0,1.0,1.0,4.92,Wedgwood,Entire home/apt,standard,214.0
4,2.0,2.0,1.0,4.9,Sunset Hill,Entire home/apt,standard,120.0
4,2.0,2.0,1.0,4.89,North Queen Anne,Entire home/apt,standard,105.0
5,2.0,2.0,1.0,4.56,North Queen Anne,Entire home/apt,standard,83.0
2,1.0,2.0,1.0,4.94,Alki,Entire home/apt,standard,125.0
3,2.0,2.0,1.0,5.0,Matthews Beach,Entire home/apt,standard,80.0
4,1.0,2.0,1.0,4.95,Crown Hill,Entire home/apt,standard,86.0
3,0.0,2.0,1.0,4.94,Belltown,Entire home/apt,standard,135.0
